a'ishah	அ'யிஷா
shriram transfi	ஸ்ரீராம் ட்ரான்ஸ்ஃபி
shrirang	ஸ்ரீரங்
shriranjan	ஸ்ரீரஞ்சன்
shrivalli	ஸ்ரீவள்ளி
shrivats	ஸ்ரீவத்ஸ்
shruti	சுருதி
shu'aa	ஷுவா
shuayb	ஷுயாப்
shubh din	ஷுப் தின்
shubhaasheesh	ஷுபாஷீஷ்
shubhang	ஷுபாங்
shubhangi	ஷுபாங்கி
shuchi	ஷுச்சி
shuchismita	ஷுஷிஸ்மிதா
shuchita	ஷுச்சிதா
shukraachaary	ஷுக்ராச்சாரி
shukti	ஷுக்தி
shulka	ஷுல்கா
shumaylah	ஷுமைலா
shunbhanaashinee	சன்பனாஷினீ
shungare	ஷுன்கரே
shurahbeel	ஷுராபீல்
shurayh	ஷுராய்
shwadhinota dibosh puroskar	ஷ்வாதினோடா திபோஷ் புரோஸ்கர்
shyaamal	ஷியாமல்
shyaamalataa	ஷியாமலதா
shyamala	ஷியாமளா
shyamali	ஷியாமளி
shyamangi	ஷியாமாங்கி
shyamari	ஷியாமாரி
shyamasri	ஷியாமஸ்ரீ
sibani	சிபனி
siberut	சிபேருட்
sibley	ஸிப்லே
sibson	ஸிம்சன்
sibyl	சிபில்
sidbi	சிட்பி
siddhamalli reservoir	சித்தாமல்லி ரிசர்வாயர்
siddhatek	சித்தாதேக்
siddheshwari	சித்தேஷ்வரி
siddhi	சித்தி
sidhdh	சித்
sidhdheshvaree	சித்தேஷ்வரீ
sidki	சித்கி
sidney	சிட்னி
sidra	சிட்ரா
sienna	சியன்னா
signy award	சிக்னி அவார்ட்
sigourney weaver	சிகோர்னி வீவர்
siju dobhakol	சிஜூ டோபாகோல்
sikander bakht	சிக்கந்தர் பக்ட்
sikligar	சிக்லிகர்
sikta	சிக்தா
silas	சிலாஸ்
sileas	சிலியாஸ்
silesian war	சிலெஷியன் வார்
silicon	சிலிக்கான்
silk museum of soufli	சில்க் மியூஸியம் ஆஃப் செளஃப்லி
silvana	சில்வனா
silver	சில்வர்
silver standard resources	சில்வர் ஸ்டான்டர்ட் ரிசோசர்ஸ்
silverline school, ghaziabad	சில்வர்லைன் ஸ்கூல், காஸியாபாத்
silvia	சில்வியா
simak	சிமக்
simeon	சிமியோன்
simmond	சிம்மான்ட்
simon davis	சைமன் டேவிஸ்
simpi	சிம்பி
simran	சிம்ரன்
sinai	சினாய்
sindhur	சிந்துர்
sine	சைன்
singaar	சிங்கார்
singhvi	சிங்வி
singla	சிங்லா
sinharaja forest reserve	சின்னராஜா ஃபாரஸ்ட் ரிசர்வ்
sinhavaahinee	சிங்கவாஹினீ
sipaahi	சிப்பாஹி
sipahsalar	சிப்பாஹ்சலார்
sir darya	சர் தார்யா
sir garry sobers	சர் கேரி சோபர்ஸ்
sir winston churchill	சர் வின்ஸ்டன் சர்ச்சில்
sireen	சிரீன்
sirius	சிரியஸ்
sirmaur	சிர்மவூர்
sirsa	சிர்ஸா
sitamadhi	சீதாமாதி
sitapur	சீதாபூர்
sitara	சிதாரா
sitka	ஸிட்கா
sivni	சிவ்னி
siwan	சிவன்
skanska	ஸ்கான்ஸ்கா
skateboarding	ஸ்கேட்போர்டிங்
skinner	ஸ்கின்னர்
skip	ஸ்கிப்
sky diving	ஸ்கை டைவிங்
skyepharma	ஸ்கையிபார்மா
slalom	ஸ்லேலம்
sledding	ஸ்லெட்டிங்
sledge hockey	ஸ்லெட்ஜ் ஹாக்கி
sloan	ஸ்லோவன்
slone	ஸ்லோன்
slow pitch softball	ஸ்லோ பிச் சாஃப்ட்பால்
smaram	ஸ்மரம்
smita	ஸ்மிதா
smith	ஸ்மித்
smriti	ஸ்மிரிதி
smruti	ஸ்ம்ருதி
snehalataa	ஸ்னேஹலதா
snehlata	ஸ்னேஹ்லதா
snigdha	ஸ்னிக்தா
snorkeling	ஸ்னோர்கெலிங்
snowy	ஸ்னோயி
soccer	சாக்கர்
sodexho alliance	சோடெக்ஸ்ஹோ அலையண்ஸ்
sodi	சோதி
sofon suphapong	சோஃபோன் சுஃபாபோங்
sohail	சோஹைல்
sohalia	சோஹலியா
sohni	சோஹ்னி
sohni mahiwal	சோஹ்னி மஹிவால்
soin	சோயின்
solah satra	சோலா சாத்ரா
solan	சோலன்
solange	சோலங்கே
soleil	சோலீல்
solomos museum	ஸோலாமோஸ் மியூஸியம்
solstice	சோல்ஸ்டைஸ்
som mangal shani	சோம் மங்கல் ஷானி
soma	சோமா
somakaant	சோமகாந்த்
somalakshmi	சோமலக்ஷ்மி
soman	சோமன்
somendra	சோமேந்திரா
somerset maugham award	சோமர்செட் மாஹம் அவார்ட்
somerset mom	சோமர்செட் மாம்
somkant	சோம்கந்த்
somkanta	சோம்கந்தா
somnath jyotirlinga	சோம்நாத் ஜோதிர்லிங்க
sompo japan insurance	சோம்போ ஜப்பான் இன்ஷூரன்ஸ்
son	சன்
sona	சோனா
sonachanpaa	சோனசன்பா
sonakshi	சோனாக்ஷி
sonal	சோனல்
sonalee	சோனாலி
sondra	சோன்ட்ரா
songadra	சோங்காத்ரா
sonipat	சோனிபத்
soniyaa	சோனியா
sonnagh	சோன்னக்
sonny	சோனி
sonpur	சோன்பூர்
sony	சோனி
sonya	சோன்யா
soorat	சூரத்
sooryavansh	சூர்யவன்ஷ்
sophia	சோஃபியா
sophia high school	சோபியா ஹை ஸ்கூல்
sorrento 1	சோரன்டோ 1
soryu	ஸோர்யு
south africa	சௌத் ஆஃப்ரிக்கா
south america	செளத் அமெரிக்கா
south arket vallar	சௌத் ஆர்காட் வல்லர்
south china	சௌத் சைனா
south ind bk	சௌத் இந்தியன் பேங்க்
south island	சௌத் ஐலேண்ட்
south korea	சௌத் கொரியா
south seminole baptist	சௌத் செமினோல் பேப்டிஸ்ட்
southern petrochem	சதர்ன் பெட்ரோகெம்
southern sea	சதர்ன் சீ
southern vermont natural history museum	சதர்ன் வெர்மான்ட் நாச்சுரல் ஹிஸ்டரி மியூஸியம்
spanish war between england and france	ஸ்பானிஷ் வார் பிட்வீன் இங்கிலாண்ட் அண்ட் ஃப்பிரான்சு
spearman	ஸ்பியர்மேன்
spector	ஸ்பெக்டர்
spectramind	ஸ்பெக்ட்ராமைண்ட்
spectrum signal processing	ஸ்பெக்ட்ரம் சிக்னல் பிராசசிங்
spencer	ஸ்பென்சர்
speranza	ஸ்பெரன்ஸா
spiel des jahres	ஸ்பீல் டெச் ஜாரெஸ்
spingarn medal	ஸ்பின்கார்ன் மெடல்
spiro	ஸ்பைரோ
sprint	ஸ்பிரிண்ட்
spyridon	ஸ்பைரிடன்
squash	ஸ்குவாஷ்
squiddy awards	ஸ்க்விட்டி அவார்ட்ஸ்
srapanch	ஸ்ரபஞ்ச்
sri adhikari	ஸ்ரீ அதிகாரி
sri ramakrishna vidyashala, mysore	ஸ்ரீ ராமகிருஷ்ணா வித்யஷாலா, மைசூர்
sri thendayuthapani	ஸ்ரீ தண்டாயுதபாணி
sri vagisvari vidya mandir,samathur, pollachi	ஸ்ரீ வாகிஸ்வரி வித்யா மந்திர், சமாதூர், பொல்லாச்சி
sridevi	ஸ்ரீதேவி
sridharan jeganathan	ஸ்ரீதரண் ஜெகநாதன்
srimati sulochanadevi singhania school, thane	ஸ்ரீமதி சுலோசனாதேவி சிங்கானியா ஸ்கூல், தானே
srirangam	ஸ்ரீரங்கம்
srisailam	ஸ்ரீஸைலம்
srivilliputtur	ஸ்ரீவில்லிபுத்தூர்
stabroeck	ஸ்டாப்ரோயெக்
stacey	ஸ்டேசி
stack rock fort	ஸ்டேக் ராக் ஃப்போர்ட்
stalin	ஸ்டாலின்
stan	ஸ்டன்
star of mysore	ஸ்டார் ஆஃப் மைசூர்
starr	ஸ்டார்
state b bikaner	ஸ்டேட் பேங்க் ஆஃப் பிக்கானர்
state farm insurance	ஸ்டேட் பார்ம் இன்ஷூரன்ஸ்
state tower	ஸ்டேட் டவர்
statoil	ஸ்டேடாயில்
stats chippac	ஸ்டேட்ஸ் சிப்பாக்
steendorp	ஸ்டீன்டார்ப்
stefan	ஸ்டிஃபன்
steffie	ஸ்டெஃப்பி
steiner leisure limited	ஸ்டேன்ன்ர் லீஷர் லிமிடெட்
stella	ஸ்டெல்லா
stenka razin rebellion	ஸ்டென்கா ராஸின் ரிபெல்லியன்
step	ஸ்டெப்
stephanie	ஸ்டெஃபனி
sterlite	ஸ்டெர்லைட்
steve	ஸ்டீவ்
steve harmison	ஸ்டீவ் ஹார்மிசன்
steve palframan	ஸ்டீவ் பால்ஃப்ராமேன்
steve rixon	ஸ்டீவ் ரிக்ஸன்
steve waugh	ஸ்டீவ் வாக்
steve wonder	ஸ்டீவ் ஓண்டர்
steve wozniak	ஸ்டீவ் ஓஸ்னியாக்
steven hawking	ஸ்டீவன் ஹாகிங்
steven jack	ஸ்டீவன் ஜாக்
steven jobs	ஸ்டீவன் ஜாப்ஸ்
stew	ஸ்டீவ்
stillman	ஸ்டில்மன்
stone	ஸ்டோன்
storebaelt	ஸ்டோர்பயெல்ட்
stotinki	ஸ்டொடின்கி
strait of dover	ஸ்டிரெயிட் ஆப் டோவர்
strait of magellan	ஸ்டிரெயிட் ஆப் மெகாலன்
strait of otranto	ஸ்டிரெயிட் ஆப் ஒட்ரான்டோ
strasbourg	ஸ்டிராஸ்பர்க்
strawberry fields world school	ஸ்டிராபெர்ரி ஃப்பீல்ட்ஸ் வோர்ல்ட் ஸ்கூல்
stride arcolab	ஸ்ட்ரைட் ஆர்கோலேப்
strontium	ஸ்டிரான்டியம்
stu gillespie	ஸ்டூ கில்லெஸ்பி
stuart williams	ஸ்டூவர்ட் வில்லியம்ஸ்
stuarts draft baptist	ஸ்டுவர்ட்ஸ் டிராப்ட் பேப்டிஸ்ட்
studio museum in harlen	ஸ்டூடியோ மியூஸியம் இன் ஹார்லென்
studs	ஸ்டட்ஸ்
styles	ஸ்டைல்ஸ்
su'ad	சுவத்
subarna	சுபர்னா
subaru prize for literature	ஸுபாரு ப்ரைஸ் ஃபார் லிட்ரேச்சர்
subayah	சுபாயா
subhaash	சுபாஷ்
subhash	சுபாஷ்
subhash mukhopadhyay	சுபாஷ் முகோபாத்யாய்
subhashini	சுபாஷினி
subros	சுப்ரோஸ்
suchandra	சுசந்திரா
suchita	சுசிதா
sudakshima	சுதக்ஷிமா
sudarshana	சுதர்ஷனா
sudath pasqual	சுதாத் பாஸ்கல்
sudesh	சுதேஷ்
sudeshna	சுதேஷ்னா
sudipti	சுதிப்தி
sudrashan	சுதர்ஷன்
suffren	சாஃப்பிரென்
sugandh	சுகந்த்
sugandhi	சுகந்தி
sugar	ஷுகர்
sugita	சுகிதா
sugouri	சுகௌரி
suha	சுஹா
suhaas	சுஹாஸ்
suhag	சுஹாக்
suhayb	சுஹயிப்
suhayl	சுஹயில்
suhaymah	சுஹைமா
suhayr	சுஹயிர்
suhrewardi	சுஹ்ரேவார்டி
sujala	சுஜலா
sujaya	சுஜயா
sukant	சுகந்த்
suketu	சுகேது
sukhanand	சுகானந்த்
sukhija	சுகிஜா
sukriti	சுக்ரிதி
sula	சுலா
sulabha	சுலாபா
sulafah	சுலாஃபா
sulagte arman	சுலாக்தே அர்மான்
sulakshana	சுலக்ஷனா
sulayman	சுலய்மான்
sullivan	சல்லிவன்
sultanat	சுல்தானத்
sultanpur	சுல்தான்பூர்
sultanpuria	சுல்தான்பூரியா
