AA GALE LAG JA	ஆ கலே லாக் ஜா
SAVANNAH	சவன்னா
SAVITRI	சாவித்ரி
SAVOIE	சாவோயி
SAWA	சவா
SAWAAL	சாவால்
SAWAN AYA RE	சாவன் அயா ரே
SAWAN KE GEET	சாவன் கே கீத்
SAWEN	சாவென்
SAWLAT	சவ்லத்
SAXON SHORE FORTS	சாக்ஸான் ஷோர் ஃப்போர்ட்ஸ்
SAYF	சயிஃப்
SAYFIYY	சய்ஃபி
SAYMUKTA KARNATAKA	சய்முக்தா கர்னாட்டக்கா
SAYYIDAH	சய்யிதா
SAZ	சாஸ்
SAZA E MAUT	சாஸா இ மெளத்
SAZAA	சாஸா
SCAILEX CORPORATION	ஸ்கைலெக்ஸ் கார்ப்பரேஷன்
SCHELL CREEK	ஷெல் கிரீக்
SCHILDE	ஷில்டே
SCHNIEDER ELECTRIC	ஷ்னைடர் எலக்ட்ரிக்
SCHOCK PRIZE IN MATHEMATICS	ஷோக் ப்ரைஸ் இன் மேத்தமேட்டிக்ஸ்
SCHOOTEN	ஷூடென்
SCHOPENHAUER	ஷோபென்ஹாயர்
SCOPUS VIDEO NETWORKS	ஸ்கோபஸ் வீடியோ நெட்வொர்க்ஸ்
SCORE	ஸ்கோர்
SCOTIA PLAZA	ஸ்கோதியா பிளாஸா
SCOTTISH CHURCH COLLEGE, CALCUTTA	ஸ்காட்டிஷ் சர்ச் காலேஜ், கல்கட்டா
SCOTTISH FOOTBALL MUSEUM	ஸ்காட்டிஷ் ஃப்பூட்பால் மியூஸியம்
SCOTTISH MUSEUM OF TRANSPORT	ஸ்காட்டிஷ் மியூஸியம் ஆஃப் டிரான்ஸ்போர்ட்
SCOUTS	ஸ்கௌட்ஸ்
SCROTS	ஸ்க்ராட்ஸ்
SEA OF AZOVE	சீ ஆப் அசோவ்
SEA OF CRETE	சீ ஆப் கிரெடி
SEA OF JAPAN	சீ ஆப் ஜப்பான்
SEADOO	சீடூ
SEAGRAM	சீக்ராம்
SEAMUS	சிமஸ்
SEAN DAVIES	சீன் டேவிஸ்
SEAN PAN	சீன் பான்
SEAN WILLIAMS	சீன் வில்லியம்ஸ்
SEANNA	சியன்னா
SEASON	சீதா
SEBILLE	செபில்லி
SEEDHA RAASTA	சீதா ராஸ்தா
SEEMA	சீமா
SEEMANT	சீமந்த்
SEETA	சீதா
SEETA SWAYAMVAR	சீதா ஸ்வயம்வர்
SEETAASARAN	சியன்னா
SEIF	சிஃப்
SEJ PIYA KI	சேர் பியா கி
SELAQUI WORLD SCHOOL, DEHRADUN	செலாகி வோர்ல்ட் ஸ்கூல், டெஹ்ராடூன்
SELENE	செலினி
SELKIRK	செல்கிர்க்
SEMANTI	செமன்டி
SENAPATI	சேனாபட்டி
SENE	செனெ
SEORAS	சியோரஸ்
SEPIK FLUTES KANENGARA	செபிக் ஃப்ளூட்ஸ் கனேங்கரா
SEPTEMBER	செப்டம்பர்
SERENA	செரினா
SERENGETI	செரெண்கேட்டி
SERENO	செரினோ
SERINGAPATAM	செரிங்காபாடம்
SERRA DA CAPIVARA	செர்ரா டா கேப்பிவாரா
SERRA DO DIVISOR	செர்ரா டோ டிவைசர்
SERRA DOS ORGAOS	செர்ரா டாஸ் ஆர்காவோஸ்
SESA GOA	சேசா கோவா
SEVA SADAN	சேவா சாதன்
SEVARAM	செவாராம்
SEVEN SEAS	செவன் சீஸ்
SEVEN YEARS' WAR	செவன் இயர்ஸ் வார்
SEVENTIES	செவண்டீஸ்
SEVERINO	செவெரினோ
SEVIER	செவியர்
SEVILLA	செவில்லா
SEVITA	செவிதா
SEW SHIVNARINE	சியூ ஷிவ்நாராய்ண்
SEWNARINE CHATTERGOON	சியூநாராய்ண் சேட்டர்கூன்
SEYMOUR	செய்மோர்
SEYYED HOSSEIN NASR	செய்யத் ஹோசெய்ன் நாஸ்ர்
SHAADAAB	ஷதாப்
SHAALINEE	ஷாலினீ
SHAANKAR	ஷங்கர்
SHAANXI HISTORY MUSEUM	ஷான்க்ஸி ஹிஸ்டரி மியூஸியம்
SHAAN_TI	ஷாந்தி
SHABAB	ஷபாப்
SHABAH	ஷபா
SHABARI	ஷபரி
SHABASH DADDY	ஷபாஷ் டாடி
SHABB	ஷப்
SHABBEER	ஷப்பீர்
SHABEEHAH	ஷபீஹா
SHABNAM	ஷப்னம்
SHABRI	ஷப்ரி
SHAD	ஷத்
SHADAB KABIR	ஷடாப் கபீர்
SHADDI KA MAMLA	ஷாத்தி கா மாம்லா
SHADYANTA	ஷாதியன்தா
SHAFAAT	ஷஃபாத்
SHAFEE	ஷஃபீ
SHAFIEK ABRAHAMS	ஷஃபீக் ஆப்ரஹாம்ஸ்
SHAGUFA	ஷாகுஃப்பா
SHAH E IRAN	ஷா இ ஈரான்
SHAH E MISAR	ஷா இ மிஸார்
SHAHAANE	சஹானி
SHAHAJAADEE	ஷஹஜாதீ
SHAHAR SE DOOR	ஷாஹர் சே தூர்
SHAHEEDUR RAHMAN	ஷாஹீதுர் ரஹ்மான்
SHAHEEN	ஷாஹீன்
SHAHEER	ஷஹீர்
SHAHENSHAH	ஷாஹென்ஷா
SHAHI CHOR	ஷாஹி சோர்
SHAHI FARMAN	ஷாஹி ஃப்பர்மான்
SHAHIDA	ஷாஹிதா
SHAHIDAH	ஷாஹிதா
SHAHIRAH	ஷாஹிரா
SHAHJAHANPUR	ஷாஜாஹான்பூர்
SHAHLA	ஷாஹ்லா
SHAHNAZ	ஷஹ்னாஸ்
SHAHRIAR HOSSAIN	ஷாஹ்ரியர் ஹோஸ்ஸென்
SHAHRIAR NAFEES	ஷாஹ்ரியர் நஃப்பீஸ்
SHAHRUKH	ஷாருக்
SHAIL SUTAA	ஷைல் சுதா
SHAILI	ஷைலி
SHAITAN KA PASH	ஷைத்தான் கா பாஷ்
SHAITANI ILAAKA	ஷைத்தானி இலாகி
SHAJEE'AH	ஷாஜீயா
SHAKE HANDS	ஷேக் ஹாண்ட்ஸ்
SHAKIR	ஷகிர்
SHAKUN	ஷகுன்
SHAKUNI	ஷகுனி
SHALAAKAA	ஷலாகா
SHALAKA	ஷலகா
SHAM SAVERA	ஷாம் சவேரா
SHAMA	ஷமா
SHAMBHAVI	ஷாம்பவி
SHAMBHU	ஷாம்பு
SHAMBHU MAHARAJ	சாம்பு மஹராஜ்
SHAMEEM	ஷமீம்
SHAMEL	ஷமெல்
SHAMIR OPTICAL INDUSTRY	ஷமிர் ஆப்டிக்கல் இண்டஸ்டிரி
SHAMISEN	ஷமிசென்
SHAMITA	ஷமிதா
SHAMOODAH	ஷமூதா
SHAMSHER	ஷாம்ஷெர்
SHAN CREEK COMMUNITY BIBLE	ஷன் கிரீக் கம்யூனிட்டி பைபிள்
SHAN E HATIM	ஷான் இ ஹாதிம்
SHANDAAR	ஷான்தார்
SHANE BOND	ஷேன் பாண்ட்
SHANE LEE	ஷேன் லீ
SHANE WARNE	ஷேன் வார்ன்
SHANE WATSON	ஷேன் வாட்சன்
SHANKAR KHAN	ஷங்கர் கான்
SHANKAR SEETA ANUSUYA	ஷங்கர் சீத அனுசுயா
SHANKHAMALA	ஷங்கமாலா
SHANTI	ஷாந்தி
SHAQEEQAH	ஷகீகா
SHAQUE	ஷாக்
SHARAAFAT	ஷராஃபத்
SHARAD	ஷரத்
SHARAFAT	ஷராஃபத்
SHARAFAT CHHOD DI MAINE	ஷாராஃப்பத் சோத் தி மைனே
SHARAN	ஷரன்
SHARANYU	ஷரண்யு
SHARARA	ஷராரா
SHAREEF	ஷரீஃப்
SHAREEF BADMASH	ஷரீஃப் பாத்மாஷ்
SHAREEK	ஷரீக்
SHARIF	ஷரிஃப்
SHARIFAH	ஷரீஃபா
SHARIKA	ஷரிகா
SHARIQ	ஷரிக்
SHARIQAH	ஷரிகா
SHARK	ஷார்க்
SHARLA	ஷர்லா
SHARLENE	ஷெர்லீன்
SHARMA	சர்மா
SHARMEELI	ஷர்மீலி
SHARMILA	ஷர்மிலா
SHARMISTHA	ஷர்மிஸ்தா
SHARP	ஷார்ப்
SHARVANI	ஷர்வானி
SHASHIPRABH	ஷஷிபிரபா
SHASHIPRABHAA	ஷஷிபிரபா
SHASTRABUDDHE	ஷாஸ்த்ரபுத்தே
SHASUN CHEMICAL	ஷாசன் கெமிக்கல்
SHATAANSH	ஷதான்ஷ்
SHATAAYU	ஷதாயு
SHATADHAAR	ஷததார்
SHATARUPA	ஷதருபா
SHATAYU	ஷதயு
SHATRANJ	ஷாத்ராஞ்
SHATRU	ஷத்ரு
SHATRUDAMAN	ஷத்ருதமன்
SHATRUJETAA	ஷத்ருஜேதா
SHAUN	ஷௌன்
SHAUN POLLOCK	ஷான் பொல்லாக்
SHAUN UDAL	ஷுவான் உடால்
SHAURYA CHAKRA	ஷௌர்ய சக்ரா
SHAW PRIZE	ஷா ப்ரைஸ்
SHAWM	ஷாம்
SHAWN	ஷான்
SHEADON	ஷியாடன்
SHEESH	ஷீஷ்
SHEETALAA	ஷீடலா
SHEHAR AUR SAPNA	ஷீஹார் அவுர் சப்னா
SHEHRYAAR	ஷெஹ்ரியார்
SHEKEL	ஷேக்கல்
SHEL	ஷெல்
SHELAGH	ஷெலாக்
SHENANDOAH	ஷெனான்டோஹ்
SHER SHIVAJI	ஷேர் ஷிவாஜி
SHERBURNE	ஷெர்பர்னெ
SHERDIL	ஷேர்தில்
SHERGILL	ஷெர்கில்
SHERIN	ஷெரின்
SHERLOCK	ஷெர்லாக்
SHEROO	ஷெரூ
SHERWOOD	ஷெர்வுட்
SHESH NAAG	ஷேஷ் நாக்
SHEVANTI	ஷெவந்தி
SHIDHORE	ஷிதோரே
SHIELA	ஷீலா
SHIFA	ஷிஃபா
SHIHAB	ஷிஹாப்
SHIKARPURI	ஷிகார்புரி
SHIKAST	ஷிகாஸ்த்
SHILAAJEET	ஷிலாஜீத்
SHILAVATI	ஷீலாவதி
SHILPEE	ஷில்பீ
SHILPITA	ஷில்பிதா
SHIM SHAM	ஷிம் ஷாம்
SHIMIZU	ஷிமிஸு
SHIMMY	ஷிம்மி
SHINANO	ஷினானோ
SHINDA	ஷிந்தா
SHINDI	ஷிந்தி
SHINJINI	ஷிஞ்சினி
SHINTRE	ஷின்த்ரே
SHINYO	ஷின்யோ
SHIPRA	ஷிப்ரா
SHIREESH	ஷிரீஷ்
SHIRIN	ஷிரின்
SHIRLEY TEMPLE BLACK	ஷிர்லி டெம்பிள் ப்ளாக்
SHIRLYN	ஷிர்லின்
SHISHAM	ஷிஷாம்
SHISHIR	ஷிஷிர்
SHISHIRAANT	ஷிஷிராந்த்
SHITUT	ஷிதுத்
SHIV BHAKTA	ஷிவ் பக்தா
SHIV CHARAN	ஷிவ் சரண்
SHIV GANGA	ஷிவ் கங்கா
SHIV LEELA	ஷிவ் லீலா
SHIV NANDAN	ஷிவ் நந்தன்
SHIV SUNDER DAS	ஷிவ் சுந்தர் தாஸ்
SHIVAA	ஷிவா
SHIVADAAN	ஷிவதான்
SHIVAKUMAAR	ஷிவகுமார்
SHIVANGI	ஷிவங்கி
SHIVAPRATAAP	ஷிவபிரதாப்
SHIVEKAR	சிவேகர்
SHIVHAR	ஷிவ்ஹார்
SHIVNARINE CHANDERPAUL	ஷிவ்நாராய்ண் சந்தர்பால்
SHOAIB AKHTAR	ஷோயப் அக்தர்
SHOAIB MOHAMMAD	ஷோயப் மொஹம்மத்
SHOBHA	ஷோபா
SHOBHANA	சோபனா
SHOBNA	ஷோப்னா
SHODH	ஷோத்
SHOEB	ஷோப்
SHOESMITH	ஹூஸ்மித்
SHOHRAT	ஷோஹ்ரத்
SHOKAGHN	ஷோககன்
SHOKHIYAN	ஷோகியான்
SHOLA AUR SHABNAM	ஷோலா அவுர் ஷப்னம்
SHOLA JO BHADKE	ஷோலா ஜோ பாட்கே
SHOORVEER	ஷூர்வீர்
SHOR	ஷோர்
SHOREHAM REDOUBT	ஷோர்ஹாம் ரீடவுட்
SHOTPUT	ஷாட்புட்
SHRADDHA	ஷரத்தா
SHRADHDHAA	ஷரத்தா
SHRAVANA	ஷரவனா
SHRAVANI	ஷரவனி
SHRAVASTINAGAR	ஷ்ரவஸ்திநகர்
SHREE GANESH	ஸ்ரீ கணேஷ்
SHREE GANESH VIVAH	ஸ்ரீ கணேஷ் விவாஹ்
SHREE KRISHNA LEELA	ஸ்ரீ கிருஷ்னா லீலா
SHREE RAM AVTAR	ஸ்ரீ ராம் அவ்தார்
SHREEKRASHN	ஸ்ரீகிரஷண்
SHREENAATH	ஸ்ரீநாத்
SHREY	ஷ்ரேய்
SHREYA	ஷ்ரேயா
SHRIDULA	ஸ்ரீதுலா
SHRIGEETA	ஸ்ரீகீதா
SHRIHARI	ஸ்ரீஹரி
SHRIKRUSHNA	ஸ்ரீகிருஷ்ணா
SHRILAKSHMI	ஸ்ரீலக்ஷ்மி
SHRILATA	ஸ்ரீலதா
SHRIMAN SATYAWADI	ஸ்ரீமான் சத்யவாதி
SHRIMAN SHRIMATI	ஸ்ரீமான் ஸ்ரீமதி
SHRIMAT	ஸ்ரீமத்
SHRINATH	ஸ்ரீநாத்
SHRINIVAS	ஸ்ரீநிவாஸ்
SHRIPAD	ஸ்ரீபத்
SHRIPATI	ஸ்ரீபதி
SHRIRAM	ஸ்ரீராம்
SHRIRAM TRANSFI	ஸ்ரீராம் ட்ரான்ஸ்ஃபி
SHRIRANJAN	ஸ்ரீரஞ்சன்
SHRIVALLI	ஸ்ரீவள்ளி
SHRIVATS	ஸ்ரீவத்ஸ்
SHRUT	ஷ்ருத்
SHRUTI	சுருதி
SHU'AA	ஷுவா
SHUAYB	ஷுயாப்
SHUBH DIN	ஷுப் தின்
SHUBHAASHEESH	ஷுபாஷீஷ்
SHUBHANG	ஷுபாங்
SHUBHANGI	ஷுபாங்கி
SHUCHI	ஷுச்சி
SHUCHITA	ஷுச்சிதா
SHUKRAACHAARY	ஷுக்ராச்சாரி
SHUKTI	ஷுக்தி
SHULKA	ஷுல்கா
SHUMAYLAH	ஷுமைலா
SHUMAYSAH	ஷுமைஷா
SHUNBHANAASHINEE	சன்பனாஷினீ
SHUNGARE	ஷுன்கரே
SHURAHBEEL	ஷுராபீல்
SHWADHINOTA DIBOSH PUROSKAR	ஷ்வாதினோடா திபோஷ் புரோஸ்கர்
SHYAAMAL	ஷியாமல்
SHYAAMALATAA	ஷியாமலதா
SHYAMALA	ஷியாமளா
SHYAMALI	ஷியாமளி
SHYAMANGI	ஷியாமாங்கி
SHYAMARI	ஷியாமாரி
SHYAMASRI	ஷியாமஸ்ரீ
SIBANI	சிபனி
SIBELIUS PRIZE	சிபெலியஸ் ப்ரைஸ்
SIBERUT	சிபேருட்
SIBLEY	ஸிப்லே
SIBSON	ஸிம்சன்
SIBYL	சிபில்
SIDDHAMALLI RESERVOIR	சித்தாமல்லி ரிசர்வாயர்
SIDDHATEK	சித்தாதேக்
SIDDHESHWARI	சித்தேஷ்வரி
SIDDHI	சித்தி
SIDDHI VINAYAK	சித்தி விநாயக்
SIDHHARDH	சித்தார்த்
SIDKI	சித்கி
SIDNEY	சிட்னி
SIDRA	சிட்ரா
SIDRAH	சித்ரா
SIENNA	சியன்னா
SIGNY AWARD	சிக்னி அவார்ட்
SIGOURNEY WEAVER	சிகோர்னி வீவர்
SIJU DOBHAKOL	சிஜூ டோபாகோல்
SIKANDER BAKHT	சிக்கந்தர் பக்ட்
SIKLIGAR	சிக்லிகர்
SIKTA	சிக்தா
SILAS	சிலாஸ்
SILEAS	சிலியாஸ்
SILESIAN WAR	சிலெஷியன் வார்
SILK MUSEUM OF SOUFLI	சில்க் மியூஸியம் ஆஃப் செளஃப்லி
SILVANA	சில்வனா
SILVER	சில்வர்
SILVER STANDARD RESOURCES	சில்வர் ஸ்டான்டர்ட் ரிசோசர்ஸ்
SILVERLINE SCHOOL, GHAZIABAD	சில்வர்லைன் ஸ்கூல், காஸியாபாத்
SILVIA	சில்வியா
SIMEON	சிமியோன்
SIMMOND	சிம்மான்ட்
SIMON DAVIS	சைமன் டேவிஸ்
SIMON PEARCE	சைமன் பியர்ஸ்
SIMPI	சிம்பி
SIMRAN	சிம்ரன்
SINAI	சினாய்
SINAN	சினன்
SINDHUR	சிந்துர்
SINGAAR	சிங்கார்
SINGHVI	சிங்வி
SINGLA	சிங்லா
SINHARAJA FOREST RESERVE	சின்னராஜா ஃபாரஸ்ட் ரிசர்வ்
SINHAVAAHINEE	சிங்கவாஹினீ
SIPAAHI	சிப்பாஹி
SIPAHSALAR	சிப்பாஹ்சலார்
SIR DARYA	சர் தார்யா
SIR GARRY SOBERS	சர் கேரி சோபர்ஸ்
SIR WINSTON CHURCHILL	சர் வின்ஸ்டன் சர்ச்சில்
SIREEN	சிரீன்
SIRIUS	சிரியஸ்
SIRMAUR	சிர்மவூர்
SITAPUR	சீதாபூர்
SITAPUR KI GEETA	சீதாபூர் கி கீதா
SITARA	சிதாரா
SITKA	ஸிட்கா
SIVNI	சிவ்னி
SIWAN	சிவன்
SKANSKA	ஸ்கான்ஸ்கா
SKINNER	ஸ்கின்னர்
SKY DIVING	ஸ்கை டைவிங்
SKYEPHARMA	ஸ்கையிபார்மா
SLEDDING	ஸ்லெட்டிங்
SLEDGE HOCKEY	ஸ்லெட்ஜ் ஹாக்கி
SLOAN	ஸ்லோவன்
SLONE	ஸ்லோன்
SLOW PITCH SOFTBALL	ஸ்லோ பிச் சாஃப்ட்பால்
SMARAM	ஸ்மரம்
SMITH	ஸ்மித்
SMRITI	ஸ்மிரிதி
SMRUTI	ஸ்ம்ருதி
SNEHAL	ஸ்னேஹல்
SNEHALATAA	ஸ்னேஹலதா
SNEHLATA	ஸ்னேஹ்லதா
SNORKELING	ஸ்னோர்கெலிங்
SOCCER	சாக்கர்
SODEXHO ALLIANCE	சோடெக்ஸ்ஹோ அலையண்ஸ்
SODI	சோதி
SODIUM	சோடியம்
SOFON SUPHAPONG	சோஃபோன் சுஃபாபோங்
SOHAIL	சோஹைல்
SOHALIA	சோஹலியா
SOHNI	சோஹ்னி
SOHNI MAHIWAL	சோஹ்னி மஹிவால்
SOIN	சோயின்
SOLAH SATRA	சோலா சாத்ரா
SOLANGE	சோலங்கே
SOLOMOS MUSEUM	ஸோலாமோஸ் மியூஸியம்
SOLSTICE	சோல்ஸ்டைஸ்
SOM MANGAL SHANI	சோம் மங்கல் ஷானி
SOMA	சோமா
SOMAKAANT	சோமகாந்த்
SOMAN	சோமன்
SOMANSHU	சோமன்ஷு
SOMDEV	சோம்தேவ்
SOMENDRA	சோமேந்திரா
SOMERSET MAUGHAM AWARD	சோமர்செட் மாஹம் அவார்ட்
SOMERSET MOM	சோமர்செட் மாம்
