กงต์, โอกูสต์	comte, auguste
เอเวิร์สเมิ่น	eversman
เอเอชยู	ahu
เอเอฟซี	afc
เอเอส	as
เอเอสอาร์	asr
เอเอสแอล	asl
เอเออรอนด์	arond
เอเออเลิ่น	aylen
เอเอเอฟ	aaf
เอเอ็นเอส	ans
เอเอ็ม	a.m.
เอแคลร์	eclair
เอแจ๊กส์	ajax
เอแนนทิโอทรอปิก	enantiotropic
เอแนนทิโอเมอร์	enantiomer
เอแรม	aram
เอแวนเดอร์	evander
เอแอลยู	alu
เอโกล์ฟ	egolf
เอโคลไจต์	eclogite
เอโซนัล	azonal
เอโมไซต์	amosite
เอโวลูชัน	evolution
เอโอแอลอาร์	aolr
เอไพโรเจเนซิส	epeirogenesis
เอไลจาห์	elijah
เอไลซา	eliza
เอไวน์	ervine
เอไอ	ai
เอ็ก	eck
เอ็กซอน	exon
เอ็กซิมแบงก์	eximbank
เอ็กบลัม	ekblom
เอ็กมอนต์	egmont
เอ็กมาน	ekman
เอ็กลิน	echlin
เอ็กวอล	ekwall
เอ็กสลีย์	exley
เอ็กสเตริม	ekstrom
เอ็กส์เติ้น	exton
เอ็กส์เนอร์	exner
เอ็กส์เมิท	exmouth
เอ็กฮอฟ	eckhoff
เอ็กฮาร์ต	eckhardt
เอ็กเกิร์ส	eggers
เอ็กเคอร์	ecker
เอ็กเซิล	exel
เอ็กเตอร์	ector
เอ็กเนอร์	egner
เอ็กเมิน	aikman
เอ็กเมินสัน	edmonson
เอ็กเมิ่น	eckman
เอ็กเลอร์	eckler
เอ็กเลิ่นด์	eklund
เอ็กโซ่	exo
เอ็กโทพลาซึม	ectoplasm
เอ็กโทเดอร์มิส	ectodermis
เอ็กโทเดิร์ม	ectoderm
เอ็งสเตริม	engstrom
เอ็งเกิลส์เมิน	engelsman
เอ็ดการ์ เดล	edgar dale
เอ็ดดีสัน	eddison
เอ็ดมิสเติ้น	edmiston
เอ็ดวิน	edwyn
เอ็ดวีน่า	edwina
เอ็ดวูด	edwood
เอ็ดเมินดส์	edmunds
เอ็ดเมินด์ส	edmonds
เอ็ดเมินเติ้น	edmonton
เอ็ดเมิ่นด์สัน	edmundson
เอ็ตโซลด์	etzold
เอ็ตไนร์	etnyre
เอ็นจอย	enjoy
เอ็นจาเมนา	ndjamena
เอ็นจีวี	ngv
เอ็นจีโอ	ngo
เอ็นดีอีบีพีอาร์	ndebpr
เอ็นด์ยูสเซอร์	end-user
เอ็นทีพี	ntp
เอ็นทียู	ntu
เอ็นทีเอสซี	ntsc
เอ็นบี	nb
เอ็นพีแอล	npl
เอ็นฟิลด์	enfield
เอ็นยูอาร์	nur
เอ็นสเตริม	enstrom
เอ็นอาร์	nr
เอ็นเตอร์เทน	entertain
เอ็นเทอร์ส	enters
เอ็นเทโรค็อกคัส	enterococcus
เอ็นเอชวี	nhv
เอ็นเอสเอ	nsa
เอ็นเอสเอฟ	nsf
เอ็นเอ็มอาร์	nmr
เอ็นโดจีนัส	endogenous
เอ็นโอซี	noc
เอ็นโอเออีแอล	noael
เอ็นไทเออร์	entire
เอ็บสไตน์	epstein
เอ็บส์	ebbs
เอ็ปป์	epp
เอ็ปเปิล	epple
เอ็มจีดี	mgd
เอ็มซีอาร์ที	mcrt
เอ็มดี	md
เอ็มดีแอล	mdl
เอ็มทีบี	mtb
เอ็มบลีตัน	embleton
เอ็มบีเอ	mba
เอ็มบีเอเอส	mbas
เอ็มพลอยเมนต์	employment
เอ็มพีเอ็น	mpn
เอ็มมานูเอล	emanuel
เอ็มยูซีที	muct
เอ็มวี	mv
เอ็มอาร์ทีเอ	mrta
เอ็มอาร์ไอ	mri
เอ็มเอซีที	mact
เอ็มเอดี	mad
เอ็มเอที	mat
เอ็มเอฟเอ็น	mfn
เอ็มเอส	ms
เอ็มเอสดับบลิว	msw
เอ็มเอสดีเอส	msds
เอ็มเอสวี	msv
เอ็มเอสแอล	msl
เอ็มเอสไอ	msi
เอ็มเอ็มดี	mmd
เอ็มเอ็มเอส	mms
เอ็มแอลวีเอสเอส	mlvss
เอ็มแอลเอสเอส	mlss
เอ็มโออี	moe
เอ็มไอซี	mic
เอ็มไอซีอาร์	micr
เอ็มไอเอส	mis
เอ๊กกลีสต้อน	eccleston
เอ๊คสไตน์	eckstein
เฮ	haigh
เฮก	hake
เฮก-วิสบี	hague-visby
เฮกกี่	heggie
เฮกซะโกนัล	hexagonal
เฮกตาร์	hectare
เฮกต์	hecht
เฮการ์	hagar
เฮการ์ตี้	hegarty
เฮกเซอเมอร์	hexamer
เฮกเนอร์	hegner
เฮกเมิ่น	hekman
เฮกเลอร์	hechler
เฮกแซมเชียร์	hexhamshire
เฮกโซด	hexode
เฮกโต	hecto
เฮกโตกรัม	hectogram
เฮกโตลิตร	hectoliter
เฮกโตเมตร	hectometre
เฮค็อก	haycock
เฮงก์	henke
เฮงคิ้น	henkin
เฮงิสต์	hengist
เฮจเมิ่น	hageman
เฮช	hersh
เฮชเมิ่น	hirschman
เฮซบอลเลาะห์	hezbollah
เฮด	heyd
เฮดดริก	hedrick
เฮดดัน	headon
เฮดริก	hedrich
เฮดริด	headrick
เฮดลีย์	headley
เฮดสตาร์ต	head start
เฮดส์	heads
เฮดฮันเตอร์	headhunter
เฮดิงเติ้น	headington
เฮดี่	heady
เฮดเจส	hedges
เฮดเดอร์	header
เฮดเฟิร์ด	headfort
เฮดเมิ่น	herdman
เฮดเลินด์	headland
เฮดเลิ่นด์	hedlund
เฮดโฟน	headphones
เฮดไลน์	headline
เฮด็อก	haydock
เฮต	hait
เฮตติเงอร์	hettinger
เฮตตี้	hetty
เฮตทิช	hettich
เฮตส์	herts
เฮตส์เบิร์ก	hertzberg
เฮตเฟิร์ด	hertford
เฮตเลินด์	hetland
เฮท	heth
เฮทริก	hetrick
เฮทเคิต	heathcote
เฮน	hahne
เฮนชอว์	henshaw
เฮนช์	hench
เฮนดริก	hendrick
เฮนดริกสัน	hendrickson
เฮนดริกส์	hendryx
เฮนดรี้	hendry
เฮนดี้	hendy
เฮนด์เลอร์	haendler
เฮนนิง	henning
เฮนนิงเงอร์	henninger
เฮนนิเกิ่น	hennigan
เฮนนิ่ง	haining
เฮนนิ่งส์	hennings
เฮนนิ่งเซิ่น	henningsen
เฮนนีย์	henney
เฮนนีเคอร์	henniker
เฮนริก	henrich
เฮนรี	henri
เฮนรี, รอเบิร์ต	henri, robert
เฮนรีเคส	henriques
เฮนรีเอิต	henriot
เฮนรี่	henrie
เฮนลี่ย์	henley
เฮนวู๊ด	henwood
เฮนสลีย์	hensley
เฮนสัน	henson
เฮนสเลอ	hensleigh
เฮนส์	haines
เฮนิก	henig
เฮนีย์	haney
เฮนเชิล	haenszel
เฮนเดลอร์	hendler
เฮนเดอรี่	hendrie
เฮนเดอร์	hender
เฮนเดอร์เชิต	hendershot
เฮนเดอเริน	hendren
เฮนเดิล	haendel
เฮนเนลลี่	hennelly
เฮนเนสซี่	hennessy
เฮนเนิล	henle
เฮนเนิสซี่	hennessey
เฮนเรียตตา	henrietta
เฮนโดน	hendon
เฮบ	hebb
เฮบรีดีส	hebrides
เฮปคี่	hapke
เฮปเบิร์น, แคทารีน	hepburn, katharine
เฮปเลอร์	hepler
เฮฟ	herve
เฮฟตี้	hefty
เฮฟต์	heft
เฮฟลิน	heflin
เฮฟวีเวต	heavyweight
เฮฟเนอร์	heffner
เฮฟเนอร์, ฮิว	hefner, hugh
เฮฟเฟริน	heffron
เฮฟเฟอร์	heffer
เฮฟเฟอร์เนิ่น	heffernan
เฮฟเมิ่น	haveman
เฮม	heym
เฮมป์สเตด	hempstead
เฮมฟิล	hemphill
เฮมมิ่ง	hemming
เฮมส์	hames
เฮมิงเวย์	hemingway
เฮมิงเวย์, เออร์เนสต์	hemingway, ernest
เฮมิมอร์ไฟต์	hemimorphite
เฮมิ่ง	heming
เฮมเมอร์	hemmer
เฮมเมิ่นเวย์	hemenway
เฮยส์	heys
เฮยิก	hayek
เฮย์	hey
เฮย์กู๊ด	haygood
เฮย์นี่	haynie
เฮย์ลี่ย์	hayley
เฮย์วูด	haywood
เฮย์ส	hays
เฮย์เดิน	haydon
เฮย์เทอร์	hayter
เฮย์เวิร์ด	heyward
เฮย์เวิร์ท	hayworth
เฮรอด	herod
เฮริเทิจ	heritage
เฮริ่ง	hearing
เฮร์	herr
เฮล	heyl
เฮลกีสัน	helgeson
เฮลซิงกิ	helsinki
เฮลด์ จูเนียร์, จอห์น	held jr., john
เฮลตี้	healty
เฮลต์เซิล	heltzel
เฮลทิงไซต์	hastingsite
เฮลท์	health
เฮลฟริก	helfrich
เฮลมส์	helms
เฮลมิก	helmick
เฮลมูท	hellmuth
เฮลลา	hella
เฮลวี่	halevy
เฮลสเตริม	hellstrom
เฮลสโตน	hailstone
เฮลส์	hails
เฮลส์บี้	helsby
เฮลิคอปเตอร์	helicopter
เฮลิโอเทอร์มอมิเตอร์	heliothermometer
เฮลีน่า	helina
เฮลีฮี	herlihy
เฮลีเออร์	hellyer
เฮลีเอิส	helias
เฮลี่	helie
เฮลี่ย์	haley
เฮลึส	hailes
เฮลเชิ่ม	hailsham
เฮลเติ้น	helton
