ABASHIRI	網走
UMEOKA	梅岡
UMESAKI	梅崎
UMESAWA	梅沢
UMETANI	梅谷
UMETARO	梅太郎
UMEYAMA	梅山
UMEZAKI	梅崎
UMEZAWA	梅沢
UMEZONO	梅園
UMEZU	梅津
UMI	宇美
UMIE	海恵
UMIFUJI	海藤
UMIKAMI	海上
UMIKO	海子
UMINO	海野
UMITANI	海谷
UMITO	海人
UMIZU	海津
UNAKAMI	海上
UNAZUKI	宇奈月
UNKICHI	運吉
UNNO	海野
UNO	宇野
UNOKICHI	卯之吉
UNOSAWA	宇野沢
UNOSUKE	卯之助
UNUMA	鵜沼
UO	卯尾
UOCHI	魚地
UOI	魚井
UOTANI	魚谷
UOYA	魚谷
UOZU	魚津
UOZUMI	魚住
URA	浦
URABE	卜部
URAGAMI	浦上
URAGUCHI	浦口
URAI	浦井
URAKAWA	浦川
URAKI	浦木
URANISHI	浦西
URANO	浦野
URAO	浦尾
URARA	麗
URASAKI	浦崎
URASAWA	浦沢
URASHIMA	浦島
URASOE	浦添
URATA	浦田
URATANI	浦谷
URAWA	浦和
URAYAMA	浦山
URAYASU	浦安
URAZAKI	浦崎
URAZAWA	浦沢
URESHINO	嬉野
URITA	瓜田
URIZURA	瓜連
URUMA	漆間
URUNO	宇留野
URUSHIBARA	漆原
URUSHIBATA	漆畑
URUSHIDO	漆戸
URUSHIHARA	漆原
URUSHIHATA	漆畑
URUSHIMA	漆島
URUSHIYAMA	漆山
USA	宇佐
USABURO	卯三郎
USAMI	宇佐美
USAWA	宇沢
USHIBUKA	牛深
USHIDA	牛田
USHIGOE	牛越
USHIJIMA	牛島
USHIKI	牛木
USHIKOSHI	牛越
USHIKU	牛久
USHIKUBO	牛窪
USHIMARU	牛丸
USHIMATSU	丑松
USHIO	潮
USHIODA	潮田
USHIYAMA	牛山
USHIZAWA	牛沢
USHIZO	丑蔵
USU	薄
USUBA	薄葉
USUDA	臼田
USUHA	薄葉
USUI	碓井
USUKI	臼木
USUKURA	臼倉
UTA	右田
UTADA	歌田
UTAGAWA	歌川
UTAKO	唄子
UTARO	卯太郎
UTASHINAI	歌志内
UTASHIRO	歌代
UTAYO	詩代
UTENA	台
UTO	宇土
UTSU	宇津
UTSUGI	宇津木
UTSUKI	宇都木
UTSUMI	内海
UTSUNO	宇津野
UTSUNOMIYA	宇都宮
UWABO	上保
UWAJIMA	宇和島
UYAMA	宇山
UZAWA	鵜沢
UZU	宇津
UZUKI	卯月
WACHI	和地
WADA	和田
WAGATSUMA	我妻
WAGURI	和栗
WAHEI	和平
WAICHI	和一
WAICHIRO	和一郎
WAIDA	和井田
WAITA	和井田
WAJIMA	和島
WAKA	和佳
WAKABA	若葉
WAKABAYASHI	若林
WAKAE	若江
WAKAGI	若木
WAKAHARA	若原
WAKAI	若井
WAKAIRO	若色
WAKAIZUMI	若泉
WAKAKO	和佳子
WAKAMATSU	若松
WAKAMI	若美
WAKAMIYA	若宮
WAKAMORI	若森
WAKAMOTO	若本
WAKAMURA	若村
WAKANA	若奈
WAKANO	若野
WAKAO	若尾
WAKASA	若狭
WAKASHIMA	若島
WAKASUGI	若杉
WAKATA	若田
WAKATABE	若田部
WAKATAKE	若竹
WAKATSUKI	若月
WAKAU	若生
WAKAUME	若梅
WAKAYAGI	若柳
WAKAYAMA	和歌山
WAKAZONO	若園
WAKE	和気
WAKEBE	分部
WAKI	和気
WAKIKO	和帰子
WAKIMOTO	脇本
WAKINO	脇野
WAKISAKA	脇坂
WAKITA	脇田
WAKITANI	脇谷
WAKIYA	脇屋
WAKIYAMA	脇山
WAKKANAI	稚内
WAKO	和光
WAKUDA	和久田
WAKUI	和久井
WAKUKO	和久子
WAKURI	和栗
WAKUTA	和久田
WAN	完
WANG	王
WANIBUCHI	鰐淵
WANJI	万吉
WARABI	蕨
WARAGAI	藁谷
WARASHINA	藁科
WARATANI	藁谷
WARAYA	藁谷
WARITA	割田
WASABURO	和三郎
WASAKU	和作
WASHIDA	鷲田
WASHIMI	鷲見
WASHIMIYA	鷲宮
WASHINO	鷲野
WASHINOSU	鷲巣
WASHIO	鷲尾
WASHIYAMA	鷲山
WASHIZAWA	鷲沢
WASHIZU	鷲津
WASHIZUKA	鷲塚
WASUKE	和助
WATABE	渡部
WATABIKI	綿引
WATAHIKI	綿引
WATAI	渡井
WATANABE	渡辺
WATANUKI	渡貫
WATANUMA	渡沼
WATARAI	渡井
WATARI	亘
WATARU	亘
WATASE	渡瀬
WATAYA	綿谷
WEI	唯
WEIXIN	維新
WENJI	文吉
WENXIONG	文雄
WENYI	文一
WENZHEN	文珍
WENZHENG	文正
WUYI	五一
XIAN	弦
XIANG	祥
XIANGZHI	祥治
XIANZHI	憲治
XIAOPING	孝平
XIEHE	協和
XIHE	希和
XIN	信
XING	幸
XINHAI	新海
XINWU	新吾
XINYI	心一
XIONG	雄
XIONGYI	雄一
XIPING	喜平
XIU	秀
XIUPING	修平
XIUQUAN	秀全
XIUYI	修一
XUAN	宣
XUN	洵
YABAKEI	耶馬溪
YABANA	矢花
YABASHI	矢橋
YABE	矢部
YABU	籔
YABUCHI	籔内
YABUKI	矢吹
YABUMOTO	籔本
YABUNAKA	籔中
YABUNO	薮野
YABUSAKI	八武崎
YABUSHITA	薮下
YABUTA	薮田
YABUZUKAHON	藪塚本
YACHI	谷内
YACHIDA	谷内田
YACHIKO	八千子
YACHIMATA	八街
YACHIYO	八千代
YADA	八田
YADOTANI	宿谷
YAE	八重
YAEDA	八重田
YAEGASHI	八重樫
YAEKO	八枝子
YAGAI	谷貝
YAGAMI	八神
YAGAWA	矢川
YAGETA	八下田
YAGI	八木
YAGIHARA	八木原
YAGIHASHI	八木橋
YAGIHIRA	柳平
YAGIKATA	柳舘
YAGIMOTO	柳本
YAGINUMA	八木沼
YAGISAWA	八木沢
YAGISHIMA	柳島
YAGISHITA	八木下
YAGITA	八木田
YAGO	矢後
YAGUCHI	矢口
YAHAGI	矢作
YAHASHI	八橋
YAHATA	矢幡
YAHATAHIGASHI	八幡東
YAHATANISHI	八幡西
YAHIRO	八宏
YAICHI	弥一
YAICHIRO	弥一郎
YAITA	矢板
YAIZU	焼津
YAJI	谷治
YAJIMA	矢島
YAKICHI	弥吉
YAKO	八子
YAKURA	矢倉
YAKUSHIJI	薬師寺
YAKUSHIMARU	薬師丸
YAKUWA	八鍬
YAMA	山
YAMABATA	山畑
YAMABAYASHI	山林
YAMABE	山家
YAMACHI	山地
YAMADA	山田
YAMADE	山出
YAMAFUJI	山藤
YAMAGA	山家
YAMAGAMI	山上
YAMAGATA	山形
YAMAGISHI	山岸
YAMAGIWA	山極
YAMAGOSHI	山越
YAMAGUCHI	山口
YAMAHARA	山原
YAMAHATA	山畑
YAMAHIGASHI	山東
YAMAHIRA	山平
YAMAI	山井
YAMAIE	山家
YAMAISHI	山石
YAMAJI	山地
YAMAKADO	山門
YAMAKAGE	山影
YAMAKAWA	山川
YAMAKI	八巻
YAMAKITA	山北
YAMAKOSHI	山腰
YAMAKUNI	山国
YAMAKURA	山倉
YAMAMICHI	山道
YAMAMIYA	山宮
YAMAMORI	山守
YAMAMOTO	山元
YAMAMURA	山村
YAMAMURO	山室
YAMANA	山名
YAMANAKA	山中
YAMANASHI	山梨
YAMANE	山根
YAMANISHI	山西
YAMANO	山野
YAMANOBE	山辺
YAMANOCHI	山之内
YAMANOGUCHI	山之口
YAMANOI	山野井
YAMAO	山尾
YAMAOKA	山岡
YAMASAWA	山沢
YAMASE	山瀬
YAMASHINA	山科
YAMASHIRO	山城
YAMASHITA	山下
YAMATANI	山谷
YAMATE	山手
YAMATO	倭
YAMATOKORIYAMA	大和郡山
YAMATOTAKADA	大和高田
YAMATSURI	矢祭
YAMAUCHI	山内
YAMAURA	山浦
YAMAWAKI	山脇
YAMAYA	山家
YAMAYOSHI	山吉
YAMAZAKI	山崎
YAMAZAWA	山沢
YAMAZOE	山添
YAME	八女
YAMURA	矢村
YAN	研
YANADA	梁田
YANAGA	弥永
YANAGAWA	柳川
YANAGI	柳
YANAGIDA	柳田
YANAGIHARA	柳原
YANAGIHORI	柳堀
YANAGIMACHI	柳町
YANAGIMOTO	柳本
YANAGISAWA	柳沢
YANAGISHITA	柳下
YANAGIYA	柳屋
YANAI	柳井
YANAIZU	柳津
YANAKA	谷中
YANAMI	八並
YANAMOTO	柳本
YANASE	柳瀬
YANASHIMA	梁島
YANATORI	梁取
YANG	楊
YANGPING	洋平
YANO	矢野
YAO	八尾
YAOI	矢追
YAOITA	八百板
YAOKI	八起
YARIMIZU	鑓水
YARITA	鎗田
YASABURO	弥三郎
YASAKA	八坂
YASAKU	矢作
YASATO	八郷
YASHIKI	屋敷
YASHIMA	八島
YASHIO	八潮
YASHIRO	八代
YASO	八十
YASOJIMA	八十島
YASU	夜須
YASUAKI	保明
YASUDA	保田
YASUE	安恵
YASUFUKU	安福
YASUFUMI	康允
YASUGI	八杉
YASUHA	泰葉
YASUHARA	安原
YASUHARU	保春
YASUHEI	保平
YASUHIDE	康秀
YASUHIKO	保彦
YASUHIRO	保宏
YASUHIRU	安蒜
YASUHISA	保久
YASUHITO	康人
YASUI	保井
YASUICHI	保一
YASUIE	康家
YASUIKE	安池
YASUJI	保二
YASUJIMA	安島
YASUJIRO	保次郎
YASUKATSU	康勝
YASUKAWA	保川
YASUKAZU	康一
YASUKE	弥助
YASUKI	保樹
YASUKICHI	安吉
YASUKIYO	寧清
YASUKO	保子
YASUKOCHI	安河内
YASUKUNI	保邦
YASUMA	安間
YASUMASA	保正
YASUMATSU	安松
YASUMI	保実
YASUMICHI	康道
YASUMITSU	保光
YASUMOTO	安元
YASUMURA	安村
YASUMURO	安室
YASUNAGA	安永
YASUNARI	康成
YASUNISHI	安西
YASUNO	安野
YASUNOBU	保伸
YASUNORI	保則
YASUNOSUKE	保之助
YASUO	保夫
YASUOKA	安岡
YASUOMI	泰臣
YASURA	安楽
YASURAOKA	安良岡
YASURO	泰郎
YASUSABURO	保三郎
YASUSHI	也寸志
YASUSUKE	靖介
YASUTADA	靖忠
YASUTAKA	保孝
YASUTAKE	安武
YASUTANE	康允
YASUTANI	保谷
YASUTARO	保太郎
YASUTERU	泰輝
YASUTO	安人
YASUTOMI	安冨
YASUTOMO	康友
YASUTOSHI	保俊
YASUTSUGU	泰次
YASUTSUNA	康綱
YASUYO	安世
YASUYOSHI	保義
YASUYUKI	保之
YASUZABURO	康三郎
YASUZAWA	安沢
YASUZO	保蔵
YASUZUKA	安塚
YATABE	矢田部
YATAGAI	谷田貝
YATAGAWA	谷田川
YATANI	矢谷
YATARO	弥太郎
YATO	矢藤
YATOMI	弥冨
YATSUDA	谷津田
YATSUKA	八塚
YATSUO	八尾
YATSUSHIRO	八代
YAUCHI	箭内
YAWATA	八幡
YAWATAHAMA	八幡浜
YAXI	亜希
YAYOE	八代枝
YAYOI	弥佳
YAYOKO	八代子
YAZAKI	矢崎
YAZAWA	矢沢
YE	葉
YILANG	一郎
YING	瑛
YINGCI	英次
YINGZHI	英志
YO	庸
YOBE	余部
YODA	与田
YODOGAWA	淀川
YOGO	余語
YOGORO	与五郎
YOHEI	与平
YOICHI	与一
YOICHIRO	与一郎
YOITA	与板
YOJI	容治
YOJIRO	洋次郎
YOKA	陽香
YOKAICHI	八日市
YOKAICHIBA	八日市場
YOKICHI	洋吉
YOKIHI	楊貴妃
YOKKAICHI	四日市
YOKO	妖子
YOKOBORI	横堀
YOKOCHI	横内
YOKOE	横江
YOKOGI	横木
YOKOGOSHI	横越
YOKOHAMA	横浜
YOKOHARI	横張
YOKOI	横井
YOKOKAWA	横川
YOKOKURA	横倉
YOKOMAKURA	横枕
YOKOMATSU	横松
YOKOMICHI	横道
YOKOMIZO	横溝
YOKOMORI	横森
YOKOMURA	横村
YOKONO	横野
YOKOSAKA	横坂
YOKOSE	横瀬
YOKOSEKI	横関
YOKOSHIBA	横芝
YOKOSHIMA	横島
YOKOSUKA	横須賀
YOKOTA	横田
YOKOTANI	横谷
YOKOTE	横手
YOKOTSUKA	横塚
YOKOYA	横谷
YOKOYAMA	横山
YOKOZAWA	横沢
YOKOZE	横瀬
YOKOZEKI	横関
YOKURA	四倉
YOMISHI	嘉
YOMO	四方
YOMODA	四方田
YOMOGIDA	蓬田
YONAGA	代永
YONAGO	米子
YONAHA	与那覇
YONAI	米内
YONAMINE	与那嶺
YONE	米
YONEBAYASHI	米林
YONEDA	米田
YONEHARA	米原
YONEI	米井
YONEIMA	米今
YONEJIMA	米島
YONEKAWA	米川
YONEKAZU	米一
YONEKICHI	米吉
YONEKO	米古
YONEKURA	米倉
YONEMITSU	米光
YONEMOCHI	米持
YONEMORI	米森
YONEMOTO	米元
YONEMURA	米村
YONENAGA	米永
YONENO	米野
YONEO	米夫
YONEOKA	米岡
YONESAKU	米作
YONESHIMA	米島
YONETANI	米谷
YONETARO	米太郎
YONETOSHI	米利
YONEYA	米屋
YONEYAMA	米山
YONEZAKI	米崎
YONEZAWA	米沢
YONEZO	米蔵
YONEZU	米津
YONG	勇
YONGGUI	永貴
YONGHUI	永輝
YONGJI	永吉
YONGPING	勇平
YONGSHOU	永寿
YONO	与野
YONOSUKE	要之助
YORI	依
YORIFUMI	従典
YORII	寄居
YORIKAZU	頼一
YORIKO	依子
YORITA	依田
YORITAKA	順敬
YOROZU	万
YOSABURO	与三郎
YOSAKU	与作
YOSHI	美
YOSHIAKI	佳明
YOSHIARA	吉荒
YOSHIBA	吉場
YOSHIBASHI	吉橋
YOSHICHIKA	好近
YOSHIDA	吉田
YOSHIE	佳恵
YOSHIEI	良衛
YOSHIFUMI	佳史
YOSHIFUSA	義房
YOSHIGA	吉賀
YOSHIGAKI	吉垣
YOSHIHARA	吉原
YOSHIHARU	佳美
YOSHIHIDE	佳秀
YOSHIHIKO	令彦
YOSHIHIRA	吉平
YOSHIHIRO	佳宏
YOSHIHISA	佳久
YOSHIHITO	宜仁
YOSHIHO	紀基
YOSHII	吉井
YOSHIICHI	善一
YOSHIIKE	吉池
YOSHIIZUMI	吉泉
YOSHIJI	吉次
YOSHIJIMA	吉島
YOSHIJIRO	吉次郎
YOSHIKA	由佳
YOSHIKANE	義兼
YOSHIKATSU	善勝
YOSHIKAWA	吉川
YOSHIKAZU	佳和
YOSHIKI	佳樹
YOSHIKICHI	芳吉
YOSHIKIYO	吉清
YOSHIKO	代志子
YOSHIKOSHI	吉越
YOSHIKUNI	吉国
YOSHIKURA	吉倉
YOSHIMASA	佳昌
YOSHIMATSU	吉松
YOSHIMI	佳実
YOSHIMICHI	善通
YOSHIMINE	吉峯
YOSHIMITSU	与四光
YOSHIMIZU	吉水
YOSHIMORI	吉森
YOSHIMOTO	吉元
YOSHIMURA	吉村
YOSHINAGA	吉永
YOSHINAKA	吉中
YOSHINAO	由直
YOSHINARI	吉成
YOSHINO	代志乃
YOSHINOBU	儀信
YOSHINORI	佳典
YOSHINOSUKE	由之助
YOSHINUMA	吉沼
YOSHIO	与志夫
YOSHIOKA	吉岡
YOSHIOMI	美臣
YOSHIRO	与四朗
YOSHISADA	義定
YOSHISHI	好史
YOSHISHIGE	喜重
YOSHISUKE	吉亮
YOSHITADA	美忠
YOSHITAKA	与志隆
YOSHITAKE	吉武
YOSHITANI	吉谷
YOSHITARO	吉太郎
YOSHITERU	喜輝
YOSHITO	由人
YOSHITOME	吉留
YOSHITOMI	吉富
YOSHITOMO	勝義
YOSHITOSHI	好利
YOSHITOYO	良豊
YOSHITSUGU	与継
YOSHITSUNE	嘉恒
YOSHIUMI	美臣
YOSHIURA	吉浦
YOSHIWARA	葭原
YOSHIYA	好也
YOSHIYAMA	吉山
YOSHIYASU	善康
YOSHIYUKI	仁敬
YOSHIZAKI	吉崎
YOSHIZAWA	吉沢
YOSHIZO	好三
YOSHIZUMI	吉住
YOSOJI	與三次
YOSUI	陽水
YOSUKE	与助
YOTA	洋太
YOTARO	洋太郎
YOTSUKAIDO	四街道
YOTSUMOTO	四元
YOTSUYA	四谷
YOU	佑
YOUZHI	友志
YOZABURO	洋三郎
YOZO	洋三
YU	佑
YUAN	元
YUANYI	元一
YUASA	湯浅
YUBA	弓場
YUBARI	夕張
YUCHI	湯地
YUDA	湯田
YUE	優恵
YUGAWARA	湯河原
YUGE	弓削
YUGI	柚木
YUGO	勇吾
YUGORO	勇五郎
YUGUCHI	湯口
YUHACHI	勇八
YUHARA	柚原
YUHEI	優平
YUHIKO	雄彦
YUHUI	裕輝
YUI	唯
YUICHI	優一
YUICHIRO	佑一郎
YUIHARU	由春
YUIJI	唯次
YUIKA	結花
YUIKO	由依子
YUITARO	唯太郎
YUJI	佑二
YUJIRO	優二郎
YUKA	優佳
YUKAKO	優佳子
YUKANO	由佳乃
YUKARI	優香里
YUKAWA	湯川
YUKI	優喜
YUKIAKI	幸明
YUKICHI	優吉
YUKIDA	雪田
YUKIE	幸恵
YUKIFUMI	幸文
YUKIHARU	幸明
YUKIHIDE	幸秀
YUKIHIKO	之彦
YUKIHIRO	幸博
YUKIHISA	幸久
YUKIHITO	幸人
YUKIJI	雪路
YUKIKAZU	幸一
YUKIKI	行木
YUKIKO	優季子
YUKIMASA	幸正
YUKIMI	友希美
YUKIMICHI	行利
YUKIMINE	幸峰
YUKIMITSU	幸光
YUKIMORI	幸盛
YUKINAGA	幸長
YUKINAO	幸直
YUKINARI	幸成
YUKINE	幸音
YUKINO	雪乃
YUKINOBU	幸伸
YUKINOJO	雪之丞
YUKINORI	幸典
YUKIO	之夫
YUKIRO	幸郎
YUKISABURO	雪三郎
YUKISHIRO	幸城
YUKISHITA	雪下
YUKISUKE	幸助
YUKITA	行田
YUKITAKA	幸孝
YUKITO	幸人
YUKITOSHI	幸俊
YUKIYA	幸也
YUKIYASU	幸保
YUKIYO	幸与
YUKIYOSHI	幸義
YUKO	佑子
YUKUHASHI	行橋
YUKUO	征男
YUMA	由真
YUME	結女
YUMEKO	夢子
YUMEMAKURA	夢枕
YUMI	佑美
YUMIBA	弓場
YUMIDA	弓田
YUMIE	友美恵
YUMIKA	由美佳
YUMIKO	佑三子
YUMINO	弓乃
YUMOTO	湯本
YUMURA	湯村
YUNA	優奈
YUNBA	弓場
YUNJI	運吉
YUNO	友乃
YUNOMAE	湯前
YUNOSUKE	雄之助
YUNOTSU	温泉津
YUPING	宇平
YURA	由良
YURI	優利
YURIA	友里亜
YURIE	優理恵
YURIHEI	勇利平
YURIKA	優里香
YURIKO	佑里子
YURIO	百合夫
YURIYO	由里代
YURO	雄郎
YUSA	遊佐
YUSABURO	勇三郎
YUSAKU	優作
YUSHI	優志
YUSHICHIRO	祐七郎
YUSHIN	雄伸
YUSHIRO	勇四郎
YUSUKE	佑介
YUTA	優太
YUTAKA	優
YUTAKAYAMA	豊山
YUTANI	油谷
YUTARO	優太朗
YUTO	祐人
YUWA	雄和
YUYA	優也
YUYAMA	湯山
YUZA	弓座
YUZABURO	勇三郎
YUZAWA	湯沢
YUZO	優三
YUZUHARA	譲原
YUZUKI	柚木
YUZUKO	柚子
YUZURU	譲
ZAIBE	財部
ZAITSU	財津
ZAMA	座間
ZANMA	残間
ZAO	蔵王
ZEN'EI	善栄
ZEN'ICHI	善一
ZEN'ICHIRO	善一郎
ZEN'YA	善弥
ZENITANI	銭谷
ZENIYA	銭谷
ZENJI	善二
ZENJIRO	善二郎
ZENKICHI	善吉
ZENNOSUKE	善之助
ZENSAKU	善作
ZENSHI	善史
ZENSHIRO	善四郎
ZENSUKE	善助
ZENTARO	善太郎
ZENTSUJI	善通寺
ZENZABURO	善三郎
ZENZO	善三
ZHANGPING	章平
ZHAOXING	照星
ZHE	哲
ZHEN	真
ZHENG	征
ZHENGGANG	正剛
ZHENJI	貞吉
ZHIHE	志和
ZHIPING	治平
ZHONGLANG	重郎
ZHONGPING	忠平
ZHOU	周
ZHUANG	壮
ZHUN	凖
ZHUO	卓
ZHUOYING	卓英
ZOU	奏
ZUN	遵
ZUSHI	図師
