aabhaa	आभा
titicaca	टिटिकाका
titus	टाइटस
to'ere	टोएरे
tobacco root	टोबॅक्को रूट
toboggan	टोबॉगन
tohana	टोहाणा
tohda	टोहड़ा
tohfa mohabbat ka	तोहफा मोहब्बत का
tokantins	टोकनटिंस
toktogul	टोक्टोगुल
tokyo electric power	टोक्यो इलेक्ट्रिक पॉवर
tolstoy	टॉलस्टॉय
tom	टौम
tom cruise	टॉम क्रुज़
tom hogan	टॉम हॉगन
tom riz	टॉम रिज़
tom selleck	टॉम सीलॅक
tomai	टोमेई
tomas	टॉमस
tommy	टॉमी
tommy hilfiger	टॉमी हिल्फ़िज़र
tonback	टोनबैक
tonganoxie christian	टाँगनॉक्सी क्रिश्चियन
tongo	टॉगो
toni	टोनी
tony award	टोनी अवार्ड
tony kent strix award	टोनी केंट स्ट्रिक्स अवार्ड
tony opatha	टोनी ओपाथा
tonya	टोन्या
top image systems	टॉप इमेज सिस्टम्स
topeka bible	टोपेका बायबल
toppan printing	टॉपन प्रिंटिंग
toran	तोरन
tori	टोरी
torrance	टॉरेंस
torrent group	टॉरेंट ग्रुप
tosa	टोसा
toshiba	तोशिबा
toubro infotech	टूब्रो इंफ़ोटेक
traci	ट्रेसी
track and field	ट्रैक एण्ड फील्ड
trafalgar	ट्रफल्गर
transamerica pyramid	ट्रांसमेरीका पिरामिड
transvaal	ट्रांसवाल
travis baptist	ट्रॅविस बैपटिस्ट
tregrosse	ट्रेंग्रोसी
trehan	त्रेहन
trend	ट्रेंड
trenton	ट्रेंटन
trethewey	ट्रेथवे
treva	ट्रेवा
trevor franklin	ट्रेवर फ्रेंकलिन
trevor laughlin	ट्रेवर लाफ्लिन
trevor madondo	ट्रेवर मैडोंडो
trey	ट्रे
triborough	त्रिबोरघ
trident	ट्रिडेंट
tridev	त्रिदेव
trieste	ट्रिस्टे
triguni	त्रिगुणी
trillium award	ट्रिलियम अवार्ड
trilochan	त्रिलोचन
trinetra	त्रिनेत्रा
trini	ट्रीनी
trinidad and tobago	त्रिनिदाद एण्ड टोबॅगो
trinity lutheran	ट्रीनिटी लुथरेन
trintech group	ट्रिनटेक ग्रुप
triparna	त्रिपर्णा
tripoli	ट्रिपॉली
tripta	तृप्ता
tripti	तृप्ति
tripura	त्रिपुरा
tripurasundari	त्रिपुरसुन्दरी
tripuri	त्रिपुरी
trish	त्रिश
trisha	तृशा
trishagni	त्रिशाग्नी
trishna	तृष्णा
tristan	ट्रिस्टन
tristana	त्रिस्तना
tristessa	त्रिस्तेस्सा
tristram	ट्रिस्ट्रम
triveni	त्रिवेणी
trixie	ट्रिक्सी
triyama	त्रियामा
troposphere	ट्रोपोस्फीयर
troy	ट्रॉय
truckin	ट्रकिन
trula	ट्रूला
trupta	तृप्ता
tryna	ट्रायना
trynt	ट्रायंट
tsavo east	त्सावो ईस्ट
tsiolkovsky	सियोलकोवस्की
tu hi tu	तू ही तू
tu nagin main sapera	तू नागिन मैं सपेरा
tucker	टकर
tucson	टूक्सॉन
tudor	ट्यूडर
tugrik	तुग्रिक
tuhina	तुहिना
tula	टुला
tulasi	तुलसीदास
tulasidas	तुलसीदास
tulayb	तुलैब
tulayhah	तुलैहाह
tulika	तूलिका
tulsa	टुलसा
tum mere ho	तुम मेरे हो
tum par hum quarban	तुम पर हम क़ुर्बान
tumadur	तुमादुर
tumhare bina	तुम्हारे बिना
tumucumaque	तुमुकुमाक
tung chung fort	तुंग चुंग फोर्ट
tungar	तुंगर
tungsten	टंगस्टन
tunis	ट्यूनिस
tunisia	टुनिशिया
tuntex sky tower	टर्नटेक्स स्काय टॉवर
tura	तूरा
turco-persian war	टर्को-पर्शियन वार
turkana	टुर्काना
turkish-transylvanian war	टर्किश-ट्रांसिल्वेनियन वार
turley	टर्ली
turner prize	टर्नर प्राइज़
tushaar	तुषार
tushar imran	तुषार इमरान
tuteja	टुटेजा
twensang	त्वेनसांग
twyla	ट्वायला
tyagarajar	त्यागराजार
tyanne	टायनी
tyger	टिगर
tyrone	टायरॉन
tyson	टायसन
tyson foods	टायसॉन फ़ूड्स
ud	उद
uda walawe	उदा वालावे
udaipur	उदयपुर
uday	उदय
udaysah	उदैसाह
uddhav	उद्धव
udell	उदेल
udhampur	ऊधमपुर
uditi	उदिति
ugaani	उगाणी
ugo	उगो
uhban	उहबन
ujaalaa	उजाला
ujagar	उजागर
ujani	उजानी
ujesh ranchod	उजेश रेंचड
ujjain	उज्जैन
ujung kulon	उजुंग कुलोन
ujwala	उज्वला
ukhrul	उखरुल
ukkusiksalik	उक्कुसिक्सालिक
ukulele	युकुलेले
ulaanbaatar	उलनबटोर
ulfah	उल्फाह
ulla	यूला
ullas	उल्लास
ulmer	उल्मेर
ulupi	उलुपी
umakant	उमकांत
umanath	उमनाथ
umang	उमंग
umarah	उमराह
umashankar	उमाशंकर
umashankar joshi	उमाशंकर जोशी
umaymah	उमैमाह
umayr	उमायर
umayyah	उमय्याह
umberto	अम्बेर्टो
umeed	उम्मीद
umer	उमेर
umesh	उमेश
umeshwar	उमेश्वर
umika	उमिका
un_manaa	उन्मना
una	यूना
ungava	उगावा
unichem labs	युनिकेम लैब्स
unicoi christian	यूनीकोई क्रिश्चियन
unicredito italiano.	यूनीक्रेडिटो इटालियानो
unimak	यूनिमक
union pipe	यूनियन पाइप
unitech	यूनिटेक
united india insurance	यूनाइटेड इंडिया इन्श्योरेन्स
united kingdom	यूनाइटेड किंगडम
united overseas bank plaza	यूनाइटेड ओवरसीस बैंक प्लाज़ा
united phosphorous	यूनाइटेड फ़ॉस्फ़ोरस
united states military academy	यूनाइटेड स्टेट्‍स मिलिट्री अकेडमी
united states steel	यूनाइटेड स्टेट्स स्टील
united technologies	यूनाइटेड टेक्नोलॉजीज़
united western	यूनाइटेड वेस्टर्न
university college london	यूनिवर्सिटी कॉलेज लंडन
university of adelaide	यूनिवर्सिटी ऑफ एडेलेड
university of bath	यूनिवर्सिटी ऑफ बाथ
university of birmingham	यूनिवर्सिटी ऑफ बर्मिंघम
university of bournemouth	यूनिवर्सिटी ऑफ बॉर्नमाउथ
university of brighton	यूनिवर्सिटी ऑफ ब्राइटन
university of california	यूनिवर्सिटी ऑफ कैलिफोर्निया
university of canberra	यूनिवर्सिटी ऑफ कैनबेरा
university of colorado	यूनिवर्सिटी ऑफ कोलोरैडो
university of coventry	यूनिवर्सिटी ऑफ कॉवेंनट्री
university of durham	यूनिवर्सिटी ऑफ डरहैम
university of east anglia	यूनिवर्सिटी ऑफ ईस्ट एंग्लिया
university of east london	यूनिवर्सिटी ऑफ ईस्ट लंडन
university of edinburgh	यूनिवर्सिटी ऑफ एडिंबर्ग
university of glamorgan	यूनिवर्सिटी ऑफ ग्लेमॉर्गन
university of glasgow	यूनिवर्सिटी ऑफ ग्लैसगो
university of gloucestershire	यूनिवर्सिटी ऑफ ग्लॉसेस्टरशायर
university of hertfordshire	यूनिवर्सिटी ऑफ हर्टफोर्डशायर
university of huddersfield	यूनिवर्सिटी ऑफ हडर्सफील्ड
university of kent	यूनिवर्सिटी ऑफ केंट
university of lancaster	यूनिवर्सिटी ऑफ लैंकेस्टर
university of leeds	यूनिवर्सिटी ऑफ लीड्‍स
