A BOMB	เอบอมบ์
THEODORE	ทีโอดอร์
THEODORE NEWCOMB	ทีโอดอร์ นิวคอมบ์
THEODORUS	ทีเออดอเริส
THEODOSIA	ทีเออโดเซีย
THEOPHIL	เทเออเฟิล
THEOS	ทีออส
THEREMIN	แทรมิน
THERESA	เทรีซา
THERIOT	ทีเรียต
THERMIONIC	เทอร์มิออนิก
THERMO	เทอร์มอ
THERMO-	เทอร์มอ
THERMOCLINE	เทอร์มอไคลน์
THERMOCOUPLE	เทอร์มอคัปเปิล
THERMOGRAM	เทอร์โมแกรม
THERMOGRAPH	เทอร์มอกราฟ
THERMOGRAPHY	เทอร์มอกราฟี
THERMOMETER	เทอร์มอมิเตอร์
THERMONUCLEAR	เทอร์โมนิวเคลียร์
THERMOPHILIC BACTERIA	เทอร์มอฟิลิกแบคทีเรีย
THERMOPHONE	เทอร์มอโฟน
THERMOPILE	เทอร์โมไพล์
THERMOPLASTIC	เทอร์มอพลาสติก
THERMOSETTING	เทอร์โมเซตติง
THERMOSPHERE	เทอร์มอสเฟียร์
THERMOSTAT	เทอร์มอสแตต
THERON	เทเริน
THEROUX	เทอรู
THERRIEN	แทร์ริน
THESIS	ทีซีส
THESSALY	เทสซาลี
THETA	ทีตา
THIBODAUX	ทีเบอโด
THIEDE	ทิด
THIEL	ทิล
THIELE	ทิล
THIEME	ทิม
THIEN	เทียน
THIGPEN	ทิกเพิน
THIMPHU	ทิมพู
THINNER	ทินเนอร์
THIOTHRIX	ไทโอทริกซ์
THIRLBY	เทิร์ลบี้
THIRY	ทีรี่
THISSEN	ทีสั้น
THIXOTROPY	ไทโซโทรพี
THOD	ทีเอสโอดี
THODE	โทด
THOM	ทอม
THOMA	โทม่า
THOMAS	ทอมัส
THOMAS KURTZ	ทอมัส เคิร์ตซ์
THOMAS, DYLAN	ทอมัส, ดิลัน
THOMASON	ทอเมอเสิ่น
THOMASSON	ทอเมอสัน
THOMPSON	ทอมป์สัน
THOMS	ทอมส์
THOMSEN	ทอทเซิ่น
THOMSON	ทอมสัน
THOMSON, WILLIAM (LORD DELVIN)	ทอมสัน, วิลเลียม (ลอร์ดเดลวิน)
THOMSONITE	ทอมซอไนต์
THON	ทอน
THONE	โทน
THOR	ทอร์
THORE	ทอร์
THOREAU	ทอโร
THORIANITE	ทอเรียไนต์
THORITE	ทอไรต์
THORIUM	ทอเรียม
THORLEY	ทอร์ลีย์
THORNBERRY	ทอร์นแบรี่
THORNBURG	ทอร์นเบิร์ก
THORNBURGH	ทอร์นเบิร์ก
THORNBURY	ทอร์นแบรี่
THORNDIKE	ทอร์นดิก
THORNE	ทอร์น
THORNER	ทอร์เนอร์
THORNHILL	ทอร์ฮิล
THORNING	ทอร์นนิ่ง
THORNTON	ทอร์นเติน
THORNVILLE	ทอร์นวิล
THORODDSEN	เทอรอดเซิ่น
THOROLD	ทอเริลด์
THORP	ทอร์ป
THORPE	ทอร์ป
THORS	ทอร์ส
THORSEN	ทอร์เซิ่น
THORSTEIN	ธอร์สไตน์
THORTON	ทอร์เติน
THOUSAND ISLAND DRESSING	เทาซันด์ไอแลนด์เดรสซิง
THRALL	ทรอล
THRASH	แทรช
THRASHER	แทรเชอร์
THREE	ทรี
THREET	ทรีต
THRELKELD	แทรดล์เคลด์
THRESHER	เทรเชอร์
THRESHOLD	เทรชโฮลด์
THRIFT	ทริฟต์
THRING	ทริง
THROCK	เทริก
THROCKMORTON	ทรอกมอร์เติ้น
THROOP	ทรู๊ป
THROSBY	เทเริสบี้
THROWER	โทรเออร์
THRUSH	ทรัช
THRUSH NIGHTINGALE	ทรัสช์ไนติงเกล
THRUSTON	ทรัสเติ้น
THUILLIER	ทิลลีเออร์
THULITE	ทูไลต์
THUMB DRIVE	ทัมไดรฟ์
THUMBS UP	ทัมส์อัป
THUN	ทัน
THUNDER	ทันเดอร์
THURBER	เทอร์เบอร์
THURGOOD	เทอร์กู๊ด
THURMAN	เทอร์เมิน
THURMOND	เทอร์เมินด์
THURN	เทิร์น
THUROW	ทูโร
THURSBY	เทิร์สบี้
THURSTON	เทิร์สเติ้น
THWAITE	ทเวต
THWAITES	ทเวตส์
THYE	ไทย์
THYME	ไทม์
THYRA	ไทร่า
THYROID	ธัยรอยด์
TIBBETTS	ทีบิตส์
TIBERIUS	ทีเบอรีอิส
TIBET	ทิเบต
TIBUS	ไทเบิส
TICE	ไทซ์
TICEHURST	ไทส์เฮิร์สต
TICHENOR	ทิเคอเนอร์
TICK	ติ๊ก
TICKNER	ทิกเนอร์
TICKNOR	ทิกเนอร์
TIDD	ทิด
TIDE	ไทด์
TIDORE	ทิดอร์
TIDWELL	ทิดเวล
TIDY	ไทดี้
TIE	ไท
TIEDEMANN	ทิดเมิ่น
TIEF	ทิฟ
TIEPOLO, GIOVANNI BATTISTA	ตีเอโปโล, โจวันนี บัตติสตา
TIERNAN	เทียร์เนิน
TIERNEY	เทียร์นีย์
TIERRA HELADA	เตียร์ราเอลาดา
TIERRA TEMPLADA	เตียร์ราเตมปลาดา
TIFF	ทิฟฟ์
TIFFANY	ทิฟเฟอนี
TIFFIN	ทิฟฟิน
TIFT	ทิฟต์
TIG	ทิก
TIGHE	ไทก์
TIKKALA	ทิกเคอล่า
TILDEN	ทิลเดิ่น
TILEY	ไทลีย์
TILGHMAN	ทิลเมิน
TILL	ทิลล์
TILLAMOOK	ทิลลามุก
TILLETT	ทิลลิต
TILLEY	ทิลลีย์
TILLICH, PAUL	ทิลลิช, พอล
TILLIE	ทิลลี่
TILLINGHAST	ทิลิงแฮสต์
TILLITE	ทิลไลต์
TILLMAN	ทิลเมิน
TILLOTSON	ทิเลิตเซิน
TILLY	ทิลลี่
TILMAN	ทิลแมน
TILNEY	ทิลนีย์
TILOS	ติลอส
TILSLEY	ทิลสลีย์
TILSON	ทิลเซิ่น
TILT	ทิลต์
TILTON	ทิลเติ้น
TIMBALES	ทิมบาลีส์
TIMBERS	ทิมเบิร์ส
TIME	ไทม์
TIME TRIAL	ไทม์ไทรอัล
TIMMY	ทิมมี
TIMOR	ติมอร์
TIMOTHY	ทิโมที
TIMUR	ติมูร์
TIN	ทิน
TINA	ทีนา
TINCAL	ทินคัล
TINCTURE	ทิงเจอร์
TINDAL	ทินเดล
TINIAN	ติเนียน
TINOS	ตินอส
TINTORETTO, JACOPO	ตินโตเรตโต, จาโกโป
TIOMKIN, DMITRI	ตีออมคิน, ดมีตรี
TIP	ทิป
TIPI	ทีปี
TIRANA	ติรานา
TIRO	ติโร
TISSOT	ทิสสอต
TISSUE	ทิชชู
TITANAUGITE	ไททันออไจต์
TITANITE	ไททะไนต์
TITANIUM	ไททาเนียม
TITANOMAGNETITE	ไททะโนแมกนีไทต์
TITIAN	ทิเชียน
TITLE	ไทเทิล
TITO	ติโต
TITRANT	ไทแทรนต์
TITRATE	ติเตรต
TJALE	เชเล
TKO	ทีเคโอ
TLV	ทีแอลวี
TOADSTOOLS	โทดสตูลส์
TOAST	โทสต์
TOBAGO	โตเบโก
TOBEY, MARK	โทบีย์, มาร์ก
TOBY	โทบี
TOD	ทีโอดี
TODAY	ทูเดย์
TOEFL	โทเฟล
TOEIC	โทอิก
TOFFE	ทอฟฟี่
TOFFEE	ทอฟฟี่
TOFFY	ทอฟฟี่
TOFU	โตฟุ
TOGO	โตโก
TOILET	ทอยเลต
TOKELAU	โตเกเลา
TOKEN	โทเค็น
TOKYO	โตเกียว
TOLKIEN	ทอลคีน
TOLL WAY	โทลเวย์
TOLSTOY, LEO	ตอลสตอย, เลโอ
TOLUIDINE	โทลูอิดีน
TOM	ทอม
TOMAHAWK	โทมาฮอว์ก
TOMAS	โตมาส
TOMATO	โทเมโต
TOMBOY	ทอมบอย
TOMMY	ทอมมี
TOMOGRAPH	โทโมกราฟ
TONBRIDGE	ตอนบริดจ์
TONE	โทน
TONER	โทนเนอร์
TONGA	ตองกา
TONI	โทนี
TONIC	ทอนิก
TONNE	ตัน
TONSIL	ทอนซิล
TOOLBAR	ทูลบาร์
TOP	ทอป
TOP BOOT	ทอปบูต
TOP HAT	ท็อปแฮต
TOP SECRET	ทอปซีเครต
TOP-BOOT	ทอปบูต
TOPAZ	โทแปซ
TOPEKA	โตปิกา
TOPIC	ทอปปิก
TOPLESS	ท็อปเลส
TOPOLOGICAL	ทอพอโลยี
TOPOLOGY	ทอพอโลยี
TOPPING	ทอปปิง
TOPSPIN	ทอปสปิน
TORBERNITE	ทอร์เบอร์ไนต์
TORNADO	ทอร์นาโด
TORPEDO	ตอร์ปิโด
TORQUE	ทอร์ก
TORRIDONIAN	ทอร์ริโดเนียน
TORSION	ทอร์ชัน
TORUS	ทอรัส
TORY	ทอรี
TOTEM	โทเทม
TOTIENT	ทอเทียนต์
TOTTEL	ทอตเทล
TOUPEE	ทูเป้
TOUR	ทัวร์
TOURMALINE	ทัวร์มาลิน
TOURNAMENT	ทัวร์นาเมนต์
TOURNEUR	เทอร์เนอร์
TOWER	เทาว์เออร์
TOWN	ทาวน์
TOWN HOUSE	ทาวน์เฮาส์
TOWNHOUSE	ทาวน์เฮาส์
TOWNSHEAD	ทาวน์เชนด์
TOWNSHIP	ทาวน์ชิป
TOXAPHENE	ทอกซาฟีน
TOXIN	ท็อกซิน
TOXOID	ทอกซอยด์
TOYNBEE	ทอยน์บี
TOYNBEE, ARNOLD	ทอยน์บีม, อาร์โนลด์
TRACE	เทรซ
TRACER	เทรเซอร์
TRACEY	เทรซีย์
TRACHEID	เทรคีด
TRACHY	แทรคี
TRACHYTE	แทรไคต์
TRACT	แทรกต์
TRACTOR	แทรกเตอร์
TRACY	เทรซี
TRADE MARK	เทรดมาร์ก
TRADING	เทรดดิง
TRAGEDY	แทรเจดี
TRAHERNE	ทราเฮิร์น
TRAILER	เทรลเลอร์
TRAINER	เทรนเนอร์
TRAINING	เทรนนิง
TRAMONTANA	ทรามอนตานา
TRAMONTANO	ทรามอนตาโน
TRANSCRIPT	ทรานสคริปต์
TRANSDUCER	แทรนส์ดิวเซอร์
TRANSIT	ทรานซิต
TRANSITION	แทรนซิชัน
TRANSKEI	ทรานสไก
TRANSLATE	ทรานสเลต
TRANSPORT	ทรานสปอร์ต
TRANSVAAL	ทรานสวาล
TRAPEZIUS	ทราพีเซียส
TRAVEL	แทรเวล
TRAVERS	แทรเวิร์ส
TRAVERTINE	ทราเวอร์ทีน
TRAVIS, MARIE	เทรวิส, มารี
TREATMENT	ทรีตเมนต์
TREMEN	ทรีเมน
TREMOLITE	เทรโมไลต์
TREND	เทรนด์
TRENTON	เตรนตัน
TREPANG	ทริแพง
TREVINO, LEE	เทรวิโน, ลี
TREVOR	เทรเวอร์
TRIAD	ไทรแอด
TRIASSIC	ไทรแอสซิก
TRICEPS	ไตรเซบ
TRICIA	ทริเชีย
TRICK	ทริก
TRICK OR TREAT	ทริกออร์ทรีต
TRICLINIC	ไทรคลินิก
TRIE	ทรัย
TRIGGERFISH	ทริกเกอร์ฟิช
TRIHALOMETHANES	ไทรฮาโลมีเทน
TRINIDAD	ตรินิแดด
TRINIDAD AND TOBAGO	ตรินิแดดแอนด์โตเบโก
TRINITROTOLUENE	ไทรไนโทรโทลูอีน
TRINITY	ทรินิตี
TRINITY COLLEGE	ทรินิตีคอลเลจ
TRIO	ทริโอ
TRIOLET	ตรีโอเล
TRIP	ทริป
TRIPE	ไทร์ป
TRIPLET	ทริปเลต
TRIPOLYPHOSPHATE	ไทรโพลีฟอสเฟต
TRIPOT	ทริพอต
TRISACCHARIDE	ไทรแซ็กคาไรด์
TRISACCHAROSE	ไทรแซกคาโรส
TRISECTRIX	ไทรเซกทริกซ์
TRITIUM	ทริเทียม
TROCHEE	โทรคี
TROCHOID	โทรคอยด์
TROCHOPHORE	โทรโคฟอร์
TROLLOPE	ทรอลลอป
TROMBE	ทรอมเบ
TROMBONE	ทรอมโบน
TROPIC	ทรอปิก
TROPIC OF CANCER	ทรอปิกออฟแคนเซอร์
TROPIC OF CAPRICORN	ทรอปิกออฟแคปริคอร์น
TROPOPAUSE	โทรโพพอส
TROT	ทรอต
TROTSKY	ตรอตสกี
TROUBADOUR	ตรูบาดูร์
TROY	ทรอย
TRUCK	ทรัก
TRUDIE	ทรูดี
TRUDY	ทรูดี
TRUMAN	ทรูแมน
TRUMAN, HARRY S.	ทรูแมน, แฮร์รี เอส.
TRUMAN, MARGARET	ทรูแมน, มาร์กาเรต
TRUMP, DONALD	ทรัมป์, ดอนัลด์
TRUMPET	ทรัมเป็ต
TRUMPET DAFFODIL	ทรัมเป็ตแดฟโฟดิล
TRUSTEE	ทรัสตี
TRY	ทรัย
TRYOUT	ทรายเอาต์
TSCHERMAKITE	เชอร์มาไคต์
TSUNAMI	ซึนามิ
TUBA	ทูบา
TUBE	จุ๊บ
TUCKER	ทักเกอร์
TUCKER, RICHARD	ทักเกอร์, ริชาร์ด
TUDOR	ทิวเดอร์
TUESDAY	ทิวส์เดย์
TUFA	ทูฟา
TUFF	ทัฟฟ์
TUG BOAT	ทักโบต
TULAGI	ตูลากี
TULIP	ทิวลิป
TUNA	ทูนา
TUNAMI	ทุนามิ
TUNBRIDGE	ทันบริดจ์
TUNDRA	ทุนดรา
TUNE	จูน
TUNER	จูนเนอร์
TUNGSTEN	ทังสเตน
TUNIC	ทูนิก
TUNIS	ตูนิส
TUNISIA	ตูนิเซีย
TUNIT	ทียูนิต
TUPPERWARE	ทัปเปอร์แวร์
TURBINE	เทอร์ไบน์
TURBO	เทอร์โบ
TURBOCHARGE	เทอร์โบชาร์จ
TURBOCHARGER	เทอร์โบชาร์จเจอร์
TURBOPROP	เทอร์โบพรอบ
TURIN	ตูริน
TURK	เติร์ก
TURKEY	ตุรกี
TURKMENISTAN	เตอร์กเมนิสถาน
TURKS	เติร์ก
TURN	เทิร์น
TURNBULL, WILLIAM	เทิรน์บุลล์, วิลเลียม
TURNER	เทอร์เนอร์
TURNER, JOSEPH MALLORD WILLIAM	เทอร์เนอร์, โจเซฟ แมลลอร์ด วิลเลียม
TURNER, TINA	เทอร์เนอร์, ทีนา
TURNING POINT	เทิร์นนิงพอยต์
TURNIP	เทอร์นิป
TURNKEY	เทิร์นคีย์
TURQUOISE	เทอร์คอยส์
TUTOR	ติวเตอร์
TUVALU	ตูวาลู
TUXEDO	ทักซิโด
TV	ทีวี
TV POOL	ทีวีพูล
TWAIN	ทเวน
TWILIGHT	ทไวไลต์
TWIN	ทวิน
TWISTER	ทวิสเตอร์
TWITTY, CONWAY	ทวิตตี, คอนเวย์
TWO-PIECE	ทูพีซ
TWO-WAY	ทูเวย์
TYCOON	ไทคูน
TYLER, JOHN	ไทเลอร์, จอห์น
TYNAN	ไทนัน
TYNDALE	ทินเดล
TYNDALL	ทินดอลล์
TYPHOID	ไทฟอยด์
TYPHOON	ไต้ฝุ่น
TYRRHENIAN	ติร์เรเนียน
TYSON, MIKE	ไทสัน, ไมก์
TZAR	ซาร์
U-TURN	ยูเทิร์น
U.F.O.	ยูเอฟโอ
U.N.	ยูเอ็น
U.P.S.	ยูพีเอส
UASB	ยูเอเอสบี
UBALDI	อูแบลดี้
UBI	อูบิ
UCI	ยูซีไอ
UDAL	ยูเดิล
UDALL	ยูดอลล์
UDDEN	อัดเดน
UEFA	ยูฟา
UEL	ยูอีแอล
UELAND	อุเลินด์
UFO	ยูเอฟโอ
UGANDA	ยูกันดา
UGARTE	อูการ์ตี้
UGO	อูโก
UHF	ยูเอชเอฟ
UHL	อัล
UHLER	อูเลอร์
UHT	ยูเอชที
UINTA	ยูอินตา
UKERS	เออเคิร์ส
UKRAIN	ยูเครน
UKRAINE	ยูเครน
ULAANBAATAR	อูลานบาตอร์
ULAM	ยูแลม
ULAN BATOR	อูลานบาตอร์
ULF	อัล์ฟ
ULIO	อูลีโอ้
ULLMAN	อัลเมิ่น
ULLMANN	อัลเมิ่น
ULLRICH	อุลริก
ULLSTEIN	อัลล์สไตน์
ULLSWATER	อัลลิสวอเตอร์
ULMAN	อัลเมิ่น
ULMER	อัลเมอร์
ULP	อัลป์
ULRIC	อัลริก
ULRICH	อุลริก
ULSTER	อัลสเตอร์
ULTIMATE	อันติมะ
ULTRA-HIGH FREQUENCY	อัลตราไฮฟริเควนซี
ULTRABASIC	อัลตราเบสิก
ULTRAMAFIC	อัลตราเมฟิก
ULTRASONICS	อัลตราโซนิกส์
ULTRASOUND	อัลตราซาวด์
ULTRAVIOLET	อัลตราไวโอเลต
ULYSSES	ยูลิสซิส
UMANSKY	เออแมนสกี้
UMAYYAH	อุไมยะห์
